MutantID,Operator,Extra,POS_NEG,Class,Line,Original,Mutated,AST_NodeType,AST_Condition,MappingStatus
230,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),537,19960,f.isInfinite() != (f.floatValue() == 0.0F && !allZeros),IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=f, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=f, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0F), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
231,COR,"||(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),537,19960,f.isInfinite(),IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=f, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=f, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0F), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
232,COR,"||(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),537,19978,(f.floatValue() == 0.0F && !allZeros),IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=f, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=f, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0F), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
233,COR,"||(boolean,boolean)","TRUE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),537,19975,true,IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=f, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=f, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0F), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
234,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20683,1.0,IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0D), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
235,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20683,-1.0,IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0D), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
236,ROR,"==(double,double)","<=(double,double)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20665,d.floatValue() <= 0.0,IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0D), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
237,ROR,"==(double,double)",">=(double,double)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20665,d.floatValue() >= 0.0,IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0D), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
238,ROR,"==(double,double)","FALSE(double,double)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20680,false,IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0D), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
239,COR,"&&(boolean,boolean)","==(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20665,d.floatValue() == 0.0 == !allZeros,IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0D), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
240,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20688,false,IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0D), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
241,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20665,d.floatValue() == 0.0,IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0D), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
242,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20691,!allZeros,IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0D), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
243,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20646,d.isInfinite() != (d.floatValue() == 0.0 && !allZeros),IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0D), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
244,COR,"||(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20646,d.isInfinite(),IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0D), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
245,COR,"||(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20664,(d.floatValue() == 0.0 && !allZeros),IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0D), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
246,COR,"||(boolean,boolean)","TRUE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20661,true,IfStatement,"BinaryOperation(operandl=MethodInvocation(arguments=[], member=isInfinite, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MethodInvocation(arguments=[], member=floatValue, postfix_operators=[], prefix_operators=[], qualifier=d, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=0.0D), operator===, prefix_operators=None), operandr=MemberReference(member=allZeros, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[]), operator=&&, prefix_operators=[]), operator=||, prefix_operators=['!'])",Exact Match
247,LVR,NEG,0,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21448,0,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
248,LVR,NEG,POS,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21448,1,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
249,ROR,">(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21439,expPos != -1,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
250,ROR,">(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21439,expPos >= -1,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
251,ROR,">(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21446,false,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
252,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21478,0,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
253,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21478,-1,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
254,AOR,"-(int,int)","%(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21463,str.length() % 1,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
255,AOR,"-(int,int)","*(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21463,str.length() * 1,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
256,AOR,"-(int,int)","+(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21463,str.length() + 1,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
257,AOR,"-(int,int)","/(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21463,str.length() / 1,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
258,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21454,expPos != str.length() - 1,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
259,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21454,expPos <= str.length() - 1,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
260,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21461,false,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
261,COR,"&&(boolean,boolean)","==(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21439,expPos > -1 == expPos < str.length() - 1,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
262,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21451,false,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
263,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21439,expPos > -1,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=['-'], qualifier=None, selectors=[], value=1), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=expPos, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MethodInvocation(arguments=[], member=length, postfix_operators=[], prefix_operators=[], qualifier=str, selectors=[], type_arguments=None), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=-, prefix_operators=None), operator=<, prefix_operators=None), operator=&&, prefix_operators=None)",Exact Match
